_RAJ2000,_DEJ2000,_r,mode,q_mode,cl,SDSS9,m_SDSS9,Im,SDSS-ID,objID,Sp-ID,SpObjID,parentID,flags,Status,RAJ2000,e_RAJ2000,DEJ2000,e_DEJ2000,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,e_zsp,f_zsp,Vdisp,e_Vdisp,spInst,spType,spCl,subClass,spS_N,uFlags,us,uc,uDate,u_mag,e_u_mag,upmag,e_upmag,uPmag,e_uPmag,uPrad,e_uPrad,uoRA,uoDE,udVrad,udVell,uPA,gFlags,gs,gc,gDate,g_mag,e_g_mag,gpmag,e_gpmag,gPmag,e_gPmag,gPrad,e_gPrad,goRA,goDE,gdVrad,gdVell,gPA,rFlags,rs,rc,rDate,r_mag,e_r_mag,rpmag,e_rpmag,rPmag,e_rPmag,rPrad,e_rPrad,roRA,roDE,rdVrad,rdVell,rPA,iFlags,is,ic,iDate,i_mag,e_i_mag,ipmag,e_ipmag,iPmag,e_iPmag,iPrad,e_iPrad,ioRA,ioDE,idVrad,idVell,iPA,zFlags,zs,zc,zDate,z_mag,e_z_mag,zpmag,e_zpmag,zPmag,e_zPmag,zPrad,e_zPrad,zoRA,zoDE,zdVrad,zdVell,zPA,pmRA,e_pmRA,pmDE,e_pmDE,sigRA,sigDE,M,N,g_O_,r_E_,g_J_,r_F_,i_N_
91.504202,22.891771,0.132,1,,6,J060601.00+225330.3,,Im,6585-301-2-0052-0032,1237673756033548320,---,0,1237673756033548319,483856252014608,257,91.504202,0.055,22.891771,0.050,2006.8897,3,14.805,0.005,14.575,0.009,12.485,0.001,12.388,0.001,13.291,0.007,,,,,,,,,,,23058430094822973,1,6,2006.8897,14.805,0.005,13.865,0.016,13.842,0.002,1.63,0.01,0.01,0.01,0.01,0.912,166.3,31729530635188019,0,3,2006.8897,14.575,0.009,13.759,0.001,13.771,0.002,2.89,0.01,0.17,-0.02,1.27,0.972,16.7,28982334862491975,0,3,2006.8897,12.485,0.001,12.322,0.001,12.326,0.001,3.30,0.05,-0.19,0.12,2.12,0.860,105.1,28937298867560489,0,3,2006.8897,12.388,0.001,12.209,0.001,12.213,0.001,3.19,0.03,-0.11,0.15,3.23,0.843,99.6,23058430094822932,1,6,2006.8897,13.291,0.007,12.136,0.013,12.111,0.001,1.28,0.02,0.00,0.00,0.02,1.000,42.5,,,,,,,0,0,,,,,
