_RAJ2000,_DEJ2000,_r,RAJ2000,DEJ2000,errMaj,errMin,errPA,_2MASS,Jmag,Jcmsig,e_Jmag,Jsnr,Hmag,Hcmsig,e_Hmag,Hsnr,Kmag,Kcmsig,e_Kmag,Ksnr,Qflg,Rflg,Bflg,Cflg,Ndet,prox,pxPA,pxCntr,Xflg,Aflg,Cntr,Hemis,Date,Scan,GLON,GLAT,Xscan,JD,Jpsfchi,Hpsfchi,Kpsfchi,Jstdap,e_Jstdap,Hstdap,e_Hstdap,Kstdap,e_Kstdap,edgeNS,edgeEW,edge,dup,use,opt,Dopt,PAopt,Bmag,Rmag,Nopt,extKey,scanKey,coaddKey,coadd,Opt
125.420293,13.497558,0.127,125.420293,13.497558,0.07,0.06,0,08214087+1329512,10.541,0.016,0.020,2432.4,10.173,0.024,0.025,1512.6,10.091,0.017,0.019,831.8,AAA,222,111,000,666666,8.1,59,105509652,0,0,105509654,n,1997-11-05,88,210.533,26.005,92.9,2450757.9720,1.14,0.75,1.04,10.552,0.020,10.174,0.019,10.102,0.014,5921,159,sw,0,1,T,0.1,42,12.66,11.76,2,,5510,126724,197,Opt
