_RAJ2000,_DEJ2000,_r,RAJ2000,DEJ2000,errMaj,errMin,errPA,_2MASS,Jmag,Jcmsig,e_Jmag,Jsnr,Hmag,Hcmsig,e_Hmag,Hsnr,Kmag,Kcmsig,e_Kmag,Ksnr,Qflg,Rflg,Bflg,Cflg,Ndet,prox,pxPA,pxCntr,Xflg,Aflg,Cntr,Hemis,Date,Scan,GLON,GLAT,Xscan,JD,Jpsfchi,Hpsfchi,Kpsfchi,Jstdap,e_Jstdap,Hstdap,e_Hstdap,Kstdap,e_Kstdap,edgeNS,edgeEW,edge,dup,use,opt,Dopt,PAopt,Bmag,Rmag,Nopt,extKey,scanKey,coaddKey,coadd,Opt
240.033568,-23.189251,0.137,240.033568,-23.189251,0.06,0.06,90,16000805-2311213,9.911,0.021,0.024,3412.2,9.600,0.024,0.026,2013.3,9.470,0.019,0.021,1283.6,AAA,222,111,000,666666,29.8,306,404474695,0,0,404474678,s,1999-04-27,93,349.629,22.121,-16.7,2451295.7524,0.76,0.91,0.70,9.916,0.023,9.572,0.041,9.455,0.010,2921,235,se,0,1,T,0.1,328,12.33,11.35,2,,24368,560444,33,Opt
