_RAJ2000,_DEJ2000,_r,mode,q_mode,cl,SDSS9,m_SDSS9,Im,SDSS-ID,objID,Sp-ID,SpObjID,parentID,flags,Status,RAJ2000,e_RAJ2000,DEJ2000,e_DEJ2000,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,e_zsp,f_zsp,Vdisp,e_Vdisp,spInst,spType,spCl,subClass,spS_N,uFlags,us,uc,uDate,u_mag,e_u_mag,upmag,e_upmag,uPmag,e_uPmag,uPrad,e_uPrad,uoRA,uoDE,udVrad,udVell,uPA,gFlags,gs,gc,gDate,g_mag,e_g_mag,gpmag,e_gpmag,gPmag,e_gPmag,gPrad,e_gPrad,goRA,goDE,gdVrad,gdVell,gPA,rFlags,rs,rc,rDate,r_mag,e_r_mag,rpmag,e_rpmag,rPmag,e_rPmag,rPrad,e_rPrad,roRA,roDE,rdVrad,rdVell,rPA,iFlags,is,ic,iDate,i_mag,e_i_mag,ipmag,e_ipmag,iPmag,e_iPmag,iPrad,e_iPrad,ioRA,ioDE,idVrad,idVell,iPA,zFlags,zs,zc,zDate,z_mag,e_z_mag,zpmag,e_zpmag,zPmag,e_zPmag,zPrad,e_zPrad,zoRA,zoDE,zdVrad,zdVell,zPA,pmRA,e_pmRA,pmDE,e_pmDE,sigRA,sigDE,M,N,g_O_,r_E_,g_J_,r_F_,i_N_
127.578736,22.235897,0.134,1,,6,J083018.89+221409.2,,Im,6728-301-5-0127-0032,1237674371829399584,---,0,1237674371829399583,483856252014608,257,127.578736,0.067,22.235897,0.070,2007.1412,3,15.223,0.010,12.013,0.001,11.477,0.001,11.386,0.001,13.974,0.018,,,,,,,,,,,23058430094822932,1,6,2007.1412,15.223,0.010,12.963,0.017,12.981,0.001,1.37,0.01,0.07,0.03,0.00,0.850,117.0,28937298866218270,0,3,2007.1412,12.013,0.001,11.875,0.001,11.873,0.001,3.12,0.04,0.13,-0.21,1.98,0.922,92.7,31774566631461724,0,3,2007.1412,11.477,0.001,11.418,0.001,11.417,0.001,4.05,0.07,-0.12,-0.25,3.10,0.980,30.8,28937298866218270,0,3,2007.1412,11.386,0.001,11.316,0.001,11.314,0.001,3.09,0.04,-0.16,0.20,3.47,0.957,37.2,31819602627735429,0,3,2007.1412,13.974,0.018,12.454,0.001,12.450,0.001,2.15,0.03,0.13,-0.23,1.17,0.873,73.2,,,,,,,0,0,,,,,
127.578753,22.235897,0.078,2,,6,J083018.90+221409.2,,Im,4517-301-3-0109-0068,1237664874581786692,---,0,1237664874581786691,483856252014608,1025,127.578753,0.056,22.235897,0.054,2004.2114,3,14.779,0.008,11.876,0.001,11.518,0.001,11.407,0.001,13.449,0.014,,,,,,,,,,,23058430094821621,1,6,2004.2114,14.779,0.008,12.988,0.013,12.991,0.001,1.50,0.01,0.05,0.02,0.06,0.950,11.3,28937298866218311,0,3,2004.2114,11.876,0.001,11.772,0.001,11.773,0.001,3.47,0.05,-0.17,0.15,2.24,0.958,48.4,28982334862491975,0,3,2004.2114,11.518,0.001,11.415,0.001,11.415,0.001,3.57,0.04,-0.10,0.19,2.31,0.934,110.5,31819602627735429,0,3,2004.2114,11.407,0.001,11.318,0.001,11.319,0.001,3.70,0.04,-0.09,0.18,3.36,0.948,100.5,31707012637051166,1,6,2004.2114,13.449,0.014,12.100,0.001,12.101,0.001,1.84,0.05,-0.10,0.00,1.19,0.957,43.7,,,,,,,0,0,,,,,
