_RAJ2000,_DEJ2000,_r,RAJ2000,DEJ2000,errMaj,errMin,errPA,_2MASS,Jmag,Jcmsig,e_Jmag,Jsnr,Hmag,Hcmsig,e_Hmag,Hsnr,Kmag,Kcmsig,e_Kmag,Ksnr,Qflg,Rflg,Bflg,Cflg,Ndet,prox,pxPA,pxCntr,Xflg,Aflg,Cntr,Hemis,Date,Scan,GLON,GLAT,Xscan,JD,Jpsfchi,Hpsfchi,Kpsfchi,Jstdap,e_Jstdap,Hstdap,e_Hstdap,Kstdap,e_Kstdap,edgeNS,edgeEW,edge,dup,use,opt,Dopt,PAopt,Bmag,Rmag,Nopt,extKey,scanKey,coaddKey,coadd,Opt
126.898159,10.506587,0.112,126.898159,10.506587,0.07,0.07,90,08273555+1030237,6.928,0.011,0.020,47998.8,6.144,0.031,0.034,52036.7,5.883,0.025,0.029,31493.4,AAA,111,111,000,666666,19.3,64,847693122,0,0,847693116,s,2000-03-07,42,214.230,26.079,-37.4,2451610.6029,,11.42,15.38,,,,,,,5916,215,ne,0,1,T,0.1,358,11.47,9.97,2,,46045,1059029,198,Opt
