_RAJ2000,_DEJ2000,_r,RAJ2000,DEJ2000,errMaj,errMin,errPA,_2MASS,Jmag,Jcmsig,e_Jmag,Jsnr,Hmag,Hcmsig,e_Hmag,Hsnr,Kmag,Kcmsig,e_Kmag,Ksnr,Qflg,Rflg,Bflg,Cflg,Ndet,prox,pxPA,pxCntr,Xflg,Aflg,Cntr,Hemis,Date,Scan,GLON,GLAT,Xscan,JD,Jpsfchi,Hpsfchi,Kpsfchi,Jstdap,e_Jstdap,Hstdap,e_Hstdap,Kstdap,e_Kstdap,edgeNS,edgeEW,edge,dup,use,opt,Dopt,PAopt,Bmag,Rmag,Nopt,extKey,scanKey,coaddKey,coadd,Opt
168.542715,4.988149,0.086,168.542715,4.988149,0.08,0.07,0,11141025+0459173,10.129,0.018,0.022,2991.1,9.869,0.022,0.024,1867.7,9.802,0.019,0.021,913.3,AAA,222,111,000,556666,62.0,40,893548119,0,0,893548152,s,2000-03-27,47,252.300,57.952,-139.5,2451630.6096,0.75,0.89,0.84,10.128,0.017,9.845,0.036,9.782,0.014,4183,113,ne,0,1,T,0.1,34,11.65,11.51,2,,48853,1123601,56,Opt
