_RAJ2000,_DEJ2000,_r,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,wx,wy,ID,snr1,chi2W1,snr2,chi2W2,snr3,chi2W3,snr4,chi2W4,chi2,nb,na,sat1,sat2,sat3,sat4,ccf,ex,var,nW1,mW1,nW2,mW2,nW3,mW3,nW4,mW4,satnum,RA_pm,e_RA_pm,DE_pm,e_DE_pm,cosig_pm,pmRA,e_pmRA,pmDE,e_pmDE,chi2W1_pm,chi2W2_pm,chi2W3_pm,chi2W4_pm,chi2pm,qpm,qph,fdet,fmoon,covW1,covW2,covW3,covW4,_2Mkey,d2M,_2M
96.599511,27.945599,0.181,J062623.88+275644.1,96.5995108,27.9455988,0.0382,0.0355,168.3,Im,9.300,0.024,9.312,0.020,9.260,0.039,8.781,0.463,9.558,0.020,9.406,0.022,9.331,0.021,1444.072,3843.610,963127201351054506,45.7,1,54.7,0.95,28.0,1.1,2.3,0.96,1,1,0,0.000,0.000,0.000,0.000,0000,0,000n,24,24,23,23,11,11,0,12,0,96.5995113,0.0384,27.9455983,0.0383,-0.0046,16,39,-22,39,1,0.95,1.1,0.96,1,1N000,AAAC,15,1100,23.231,24.455,11.961,12.314,151535280,0.168,2M
