_RAJ2000,_DEJ2000,_r,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,wx,wy,ID,snr1,chi2W1,snr2,chi2W2,snr3,chi2W3,snr4,chi2W4,chi2,nb,na,sat1,sat2,sat3,sat4,ccf,ex,var,nW1,mW1,nW2,mW2,nW3,mW3,nW4,mW4,satnum,RA_pm,e_RA_pm,DE_pm,e_DE_pm,cosig_pm,pmRA,e_pmRA,pmDE,e_pmDE,chi2W1_pm,chi2W2_pm,chi2W3_pm,chi2W4_pm,chi2pm,qpm,qph,fdet,fmoon,covW1,covW2,covW3,covW4,_2Mkey,d2M,_2M
198.843719,-6.464975,0.470,J131522.49-062753.9,198.8437186,-6.4649752,0.0380,0.0353,154.1,Im,9.179,0.023,9.216,0.021,9.157,0.031,8.438,,9.741,0.024,9.313,0.024,9.228,0.021,2423.558,981.843,1989006101351018159,46.2,1.1,52.3,1,35.0,1.1,1.9,0.99,1.1,1,0,0.000,0.000,0.000,0.000,0000,0,000n,36,36,36,36,22,22,0,22,0,198.8437189,0.0380,-6.4649750,0.0358,-0.0093,-43,27,-35,26,1.1,1,1.1,0.99,1.1,1N000,AAAU,7,0,37.305,37.395,22.949,22.663,266872762,0.599,2M
