_RAJ2000,_DEJ2000,_r,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,wx,wy,ID,snr1,chi2W1,snr2,chi2W2,snr3,chi2W3,snr4,chi2W4,chi2,nb,na,sat1,sat2,sat3,sat4,ccf,ex,var,nW1,mW1,nW2,mW2,nW3,mW3,nW4,mW4,satnum,RA_pm,e_RA_pm,DE_pm,e_DE_pm,cosig_pm,pmRA,e_pmRA,pmDE,e_pmDE,chi2W1_pm,chi2W2_pm,chi2W3_pm,chi2W4_pm,chi2pm,qpm,qph,fdet,fmoon,covW1,covW2,covW3,covW4,_2Mkey,d2M,_2M
130.235244,10.422448,0.616,J084056.45+102520.8,130.2352443,10.4224482,0.0368,0.0340,164.3,Im,8.552,0.023,8.609,0.020,8.557,0.030,8.127,,8.928,0.027,8.674,0.026,8.626,0.024,3422.665,1581.407,1307110601351012721,46.6,1,54.9,1.5,36.0,0.86,1.9,0.98,1.1,1,0,0.000,0.000,0.000,0.000,0000,0,010n,23,23,22,22,12,12,0,12,0,130.2352444,0.0367,10.4224481,0.0342,-0.0071,-2,38,28,36,1,1.5,0.86,0.98,1.1,1N000,AAAU,7,0,22.801,23.275,11.880,11.899,847862297,0.516,2M
